scene,platform_id,time,subswath,burst,lat,lon,dist_km,inc_deg,v_los_drift,method,v_los_pipe,residual
scene18,5801988,2025-03-08 17:00:00,iw1,4,-33.83829,31.245926,0.8554173690549512,34.30635070800781,-0.0158875901834291,ocn_dc_stokes,-1.3517202734947205,-1.3358326833112915
scene18,5801988,2025-03-08 17:00:00,iw1,4,-33.83829,31.245926,0.8554173690549512,34.30635070800781,-0.0158875901834291,ocn_dc_mouche,-1.1497196108102798,-1.1338320206268508
scene18,5801988,2025-03-08 17:00:00,iw1,4,-33.83829,31.245926,0.8554173690549512,34.30635070800781,-0.0158875901834291,ocn_dc_full,-0.9154736548662186,-0.8995860646827895
scene19,5801988,2025-03-20 17:00:00,iw2,4,-33.70054,31.841278,0.9587896908752512,37.92417144775391,0.1023309081416102,ocn_dc_geom,-0.9119855165481567,-1.014316424689767
scene19,5801988,2025-03-20 17:00:00,iw2,4,-33.70054,31.841278,0.9587896908752512,37.92417144775391,0.1023309081416102,ocn_dc_stokes,-0.8448517024517059,-0.9471826105933161
scene19,5801988,2025-03-20 17:00:00,iw2,4,-33.70054,31.841278,0.9587896908752512,37.92417144775391,0.1023309081416102,ocn_dc_mouche,-0.5872134864330292,-0.6895443945746393
scene19,5801988,2025-03-20 17:00:00,iw2,4,-33.70054,31.841278,0.9587896908752512,37.92417144775391,0.1023309081416102,ocn_dc_full,-0.32288578152656555,-0.4252166896681757
scene2,5801988,2026-02-07 17:00:00,iw2,3,-33.705,32.308,0.8916300831145162,40.369754791259766,0.0437586662549773,ocn_dc_geom,0.5075938105583191,0.4638351443033418
scene2,5801988,2026-02-07 17:00:00,iw2,3,-33.705,32.308,0.8916300831145162,40.369754791259766,0.0437586662549773,ocn_dc_stokes,0.5380563270300627,0.49429766077508536
scene2,5801988,2026-02-07 17:00:00,iw2,3,-33.705,32.308,0.8916300831145162,40.369754791259766,0.0437586662549773,ocn_dc_mouche,0.7946096491068602,0.7508509828518829
scene2,5801988,2026-02-07 17:00:00,iw2,3,-33.705,32.308,0.8916300831145162,40.369754791259766,0.0437586662549773,ocn_dc_full,0.9632002543658018,0.9194415881108245
scene20,1801689,2025-03-27 16:00:00,iw1,8,-31.13997,32.312225,0.7078615914607633,33.66289520263672,0.131878426260638,ocn_dc_geom,-0.6365540623664856,-0.7684324886271237
scene20,1801689,2025-03-27 16:00:00,iw1,8,-31.13997,32.312225,0.7078615914607633,33.66289520263672,0.131878426260638,ocn_dc_stokes,-0.6169215515255928,-0.7487999777862309
scene20,1801689,2025-03-27 16:00:00,iw1,8,-31.13997,32.312225,0.7078615914607633,33.66289520263672,0.131878426260638,ocn_dc_mouche,-0.4806991145014763,-0.6125775407621143
scene20,1801689,2025-03-27 16:00:00,iw1,8,-31.13997,32.312225,0.7078615914607633,33.66289520263672,0.131878426260638,ocn_dc_full,-0.20323949307203293,-0.33511791933267093
scene20,5801988,2025-03-27 16:00:00,iw1,4,-31.81003,32.433838,1.0556538977238763,33.118167877197266,0.0553092235169092,ocn_dc_geom,-0.4194307327270508,-0.47473995624396
scene20,5801988,2025-03-27 16:00:00,iw1,4,-31.81003,32.433838,1.0556538977238763,33.118167877197266,0.0553092235169092,ocn_dc_stokes,-0.4112527146935463,-0.4665619382104555
scene20,5801988,2025-03-27 16:00:00,iw1,4,-31.81003,32.433838,1.0556538977238763,33.118167877197266,0.0553092235169092,ocn_dc_mouche,-0.3069983050227165,-0.3623075285396257
scene20,5801988,2025-03-27 16:00:00,iw1,4,-31.81003,32.433838,1.0556538977238763,33.118167877197266,0.0553092235169092,ocn_dc_full,0.024671562016010284,-0.030637661500898916
scene23,1801689,2025-04-21 17:00:00,iw1,0,-37.17275,24.276703,0.788274784075649,34.76646041870117,0.1573783701848394,ocn_dc_geom,-0.23967716097831726,-0.39705553116315667
scene23,1801689,2025-04-21 17:00:00,iw1,0,-37.17275,24.276703,0.788274784075649,34.76646041870117,0.1573783701848394,ocn_dc_stokes,,
scene23,1801689,2025-04-21 17:00:00,iw1,0,-37.17275,24.276703,0.788274784075649,34.76646041870117,0.1573783701848394,ocn_dc_mouche,,
scene23,1801689,2025-04-21 17:00:00,iw1,0,-37.17275,24.276703,0.788274784075649,34.76646041870117,0.1573783701848394,ocn_dc_full,,
